icao	lat	lon	type	size	fuel	name
VT48	44.4614	-73.196	civil	335	0	Fairholt, Burlington, Vermont, United States
VT49	44.2301	-72.7912	civil	457	0	Angus Airways, Waitsfield, Vermont, United States
VT52	44.6434	-73.1876	civil	549	0	Shaw Meadow, Milton, Vermont, United States
VT53	44.1176	-73.3787	civil	719	0	Staton, Panton, Vermont, United States
VT55	43.9012	-72.5829	civil	396	0	Brandon, Randolph, Vermont, United States
VT56	44.6131	-71.9809	civil	305	0	West Burke Aerodrome, West Burke, Vermont, United States
VT57	44.5606	-73.2404	water	999	0	Malletts Head, Colchester, Vermont, United States
VT58	44.5959	-73.3476	water	999	0	Stave Island, South Hero, Vermont, United States
VT59	43.2778	-72.9108	civil	579	0	Ardell Flying Field, Manchester, Vermont, United States
VT60	43.3301	-73.2426	civil	343	0	Hulett Landing Strip, West Pawlett, Vermont, United States
VT62	44.3904	-72.3506	civil	424	0	Catamount Airfield, Cabot, Vermont, United States
VT63	44.9953	-72.379	civil	366	0	Douglas Field, North Troy, Vermont, United States
VT64	44.5153	-72.6412	civil	457	0	Mountain View Farm, Morristown, Vermont, United States
VTBD	13.9144	100.606	civil	7227	1	Bangkok Intl, Bangkok, Thailand
VTBH	14.9483	100.642	civil	2010	0	Sa Pran Nak Aero, Lop Buri, Thailand
VTBI	14.0767	101.382	civil	1020	0	Prachin Buri, Prachin Buri, Thailand
VTBK	14.1006	99.9228	civil	2708	0	Kamphaeng Saen, Nakhon Pathom, Thailand
VTBL	14.8722	100.658	civil	3495	1	Khok Kathiam, Lop Buri, Thailand
VTBP	11.7867	99.805	civil	3000	1	Prachuap Khiri Khan, Prachuap Khiri Khan, Thailand
VTBT	13.2417	100.958	civil	924	0	Bang Pra, Chon Buri, Thailand
VTBU	12.6796	101.005	civil	3521	1	U-Taphao Intl, Rayong, Thailand
VTBW	13.7667	102.317	civil	1494	0	Watthana Nakhon, Watthana Nakhon, Thailand
VTCB	19.5	100.285	military	1265	0	Chiangkham AB, Chiangkham, Thailand
VTCC	18.7714	98.9628	civil	3080	1	Chiang Mai Intl, Chiang Mai, Thailand
VTCH	19.3017	97.975	civil	1999	0	Mae Hong Son, Mae Hong Son, Thailand
VTCL	18.2722	99.5042	civil	1782	0	Lampang, Lampang, Thailand
VTCM	18.6764	99.1047	civil	660	0	Lanna, Chiang Mai, Thailand
VTCN	18.8078	100.783	civil	1995	0	Nan, Nan, Thailand
VTCP	18.1317	100.165	civil	1513	0	Phrae, Phrae, Thailand
VTCR	19.8848	99.8263	civil	1674	0	Chiang Rai, Chiang Rai, Thailand
VTCT	19.9522	99.8831	civil	3010	1	Chiang Rai Intl, Chiang Rai, Thailand
VTPB	16.6761	101.195	civil	2110	0	Phetchabun, Phetchabun, Thailand
VTPH	12.6303	99.9533	civil	2107	0	Hua Hin Aero, Prachuap Khiri Khan, Thailand
VTPI	15.2783	100.3	civil	3000	0	Takhli, Nakhon Sawan, Thailand
VTPL	16.8208	101.254	civil	1150	0	Lom Sak, Lom Sak, Thailand
VTPM	16.6997	98.5436	civil	1511	0	Mae Sot Aero, Tak, Thailand
VTPN	15.6706	100.139	civil	1200	0	Nakhon Sawan, Nakhon Sawan, Thailand
VTPO	17.2375	99.8183	civil	2003	1	Sukhothai, Sukhothai, Thailand
VTPP	16.7831	100.279	civil	3008	1	Phitsanulok, Phitsanulok, Thailand
VTPR	13.6686	99.7314	civil	1400	1	Photharam, Ratchaburi, Thailand
VTPT	16.8961	99.2536	civil	1500	0	Tak, Tak, Thailand
VTPU	17.6717	100.238	civil	1520	0	Uttaradit, Uttaradit, Thailand
VTPY	17.2333	99.05	civil	1500	0	Khuan Phumiphon, Tak, Thailand
VTSB	9.13611	99.1392	civil	3021	1	Surat Thani, Surat Thani, Thailand
VTSC	6.52337	101.745	civil	2012	0	Narathiwat, Narathiwat, Thailand
VTSE	10.7111	99.3617	civil	2106	1	Chumphon, Chumphon, Thailand
VTSF	8.53972	99.9447	civil	2117	1	Nakhon Si Thammarat, Nakhon Si Thammarat, Thailand
VTSG	8.10028	98.9853	civil	2110	0	Krabi, Krabi, Thailand
VTSH	7.18333	100.617	civil	1510	0	Songkhla, Songkhla, Thailand
VTSK	6.78556	101.154	civil	1401	0	Pattani, Pattani, Thailand
VTSM	9.54791	100.062	civil	1507	0	Samui, Surat, Thailand
VTSN	8.46389	99.9583	civil	1700	0	Nakhon Si Thammarat, Nakhon Si Thammarat, Thailand
VTSP	8.11254	98.3093	civil	3000	0	Phuket Intl, Phuket, Thailand
VTSR	9.7775	98.5856	civil	2009	0	Ranong, Ranong, Thailand
VTSS	6.93278	100.395	civil	3046	1	Hat Yai Intl, Songkhla, Thailand
VTST	7.50861	99.6158	civil	2104	1	Trang, Trang, Thailand
VTSY	6.52678	101.242	civil	1000	0	Yala, Yala, Thailand
VTUD	17.3864	102.788	civil	3053	1	Udon Thani, Udon Thani, Thailand
VTUI	17.1868	104.11	civil	2609	0	Sakon Nakhon, Sakon Nakhon, Thailand
VTUK	16.4644	102.782	civil	3059	1	Khon Kaen, Khon Kaen, Thailand
VTUL	17.4392	101.722	civil	2112	0	Loei, Loei, Thailand
VTUN	14.9333	102.083	civil	3007	1	Khorat, Nakhon Ratchasima, Thailand
VTUO	15.2267	103.251	civil	2112	0	Buri Ram, Buri Ram, Thailand
VTUQ	14.9494	102.313	civil	2103	0	Nakhon Ratchasima, Nakhon Ratchasima, Thailand
VTUS	17.2889	104.112	civil	1400	0	Sakon Nakhon, Sakon Nakhon, Thailand
VTUU	15.2514	104.87	civil	3007	1	Ubon Ratchathani, Ubon Ratchathani, Thailand
VTUV	16.1167	103.774	civil	2113	0	Roiet, Roiet, Thailand
VTUW	17.3853	104.642	civil	2511	0	Nakhon Phanom, Nakhon Phanom, Thailand
VVBM	12.6661	108.114	civil	1800	0	Buonmathuot, Buonmathuot, Vietnam
VVCI	20.8208	106.724	civil	2354	0	Catbi, Haiphong, Vietnam
VVCL	11.9428	108.415	civil	1390	0	Camly, Camly, Vietnam
VVCM	9.18778	105.175	civil	1050	0	Camau, Camau, Vietnam
VVCS	8.73306	106.634	civil	1100	1	Conson, Conson, Vietnam
VVCT	10.0853	105.721	civil	1830	0	Tra Noc, Cantho, Vietnam
VVDB	21.3978	103.009	civil	1400	0	Dienbien, Dienbien, Vietnam
VVDL	11.7506	108.374	civil	2354	1	Lienkhoung, Dalat, Vietnam
VVDN	16.0439	108.2	civil	6123	1	Danang Intl, Danang, Vietnam
VVNB	21.2217	105.806	civil	3200	1	Noibai Intl, Hanoi, Vietnam
VVNS	21.2147	104.035	civil	2409	1	Nasan, Nasan, Vietnam
VVNT	12.2231	109.2	civil	3123	1	Nhatrang, Nhatrang, Vietnam
VVPB	16.3992	107.706	civil	2700	0	Phubai, Hue, Vietnam
VVPC	13.9492	109.046	civil	3064	1	Phucat, Phucat, Vietnam
VVPK	14.0025	108.024	civil	1804	1	Pleiku, Pleiku, Vietnam
VVPQ	10.2236	103.966	civil	1496	0	Duongdong, Phuquoc, Vietnam
VVQN	13.7683	109.047	civil	1516	0	Quinhon, Quinhon, Vietnam
VVRG	9.94972	105.134	civil	1500	1	Rachgia, Rachgia, Vietnam
VVTH	13.0392	109.334	civil	2900	0	Dong Tac, Tuyhoa, Vietnam
VVTS	10.8206	106.661	civil	6098	1	Tansonnhat, Hochiminh, Vietnam
VYAS	22.05	96.5167	civil	1356	1	Anisakan, Anisakan, Myanmar
VYBG	21.1812	94.9292	civil	1737	0	Bagan, Bagan, Myanmar
VYBM	24.2668	97.2504	civil	1676	1	Banmaw, Banmaw, Myanmar
VYCI	14.1333	93.3833	civil	1219	1	Coco I, Coco I, Myanmar
VYCZ	21.9446	96.0901	civil	1988	0	Chanmyathazi, Mandalay, Myanmar
VYDW	14.1	98.2072	civil	1554	1	Dawei, Dawei, Myanmar
VYGG	22.15	94.1167	civil	1174	1	Gantgaw, Gantgaw, Myanmar
VYGW	17.6	94.5833	civil	1082	1	Gwa, Gwa, Myanmar
VYHB	17.1167	96.0667	civil	1541	1	Hmawby, Hmawby, Myanmar
VYHH	20.7433	96.7935	civil	1839	0	Heho, Heho, Myanmar
VYHL	24.8667	94.9	civil	762	0	Hommalin, Hommalin, Myanmar
VYKG	21.3034	99.6323	civil	1432	0	Kengtung, Kengtung, Myanmar
VYKI	25.9875	95.6786	civil	1280	0	Kanti, Kanti, Myanmar
VYKL	23.1875	94.0583	civil	1676	0	Kalay, Kalay, Myanmar
VYKP	19.4244	93.5389	civil	1408	1	Kyaukpyu, Kyaukpyu, Myanmar
VYKT	10.05	98.55	civil	1829	0	Kawthoung, Kawthoung, Myanmar
VYKU	21.4	94.1333	civil	1157	0	Kyauktu, Kyauktu, Myanmar
VYLK	19.6922	97.2194	civil	1585	0	Loikaw, Loikaw, Myanmar
VYLS	22.9782	97.7581	civil	1606	1	Lashio, Lashio, Myanmar
VYLY	20.9833	94.8167	civil	1220	0	Lanywa, Lanywa, Myanmar
VYMD	21.7008	95.9772	civil	4282	1	Mandalay Intl, Mandalay, Myanmar
VYME	12.4475	98.6258	civil	1990	0	Myeik, Myeik, Myanmar
VYMK	25.3879	97.3599	civil	1829	0	Pamti, Myitkyina, Myanmar
VYML	20.8833	95.8833	civil	1646	0	Meiktila, Meiktila, Myanmar
VYMM	16.4405	97.6578	civil	1646	0	Mawlamyine, Mawlamyine, Myanmar
VYMN	18.8458	93.6889	civil	1128	1	Manaung, Manaung, Myanmar
VYMO	23.0923	96.6534	civil	1371	0	Momeik, Momeik, Myanmar
VYMS	20.5333	99.2667	civil	1524	0	Mong-Hsat, Mong-Hsat, Myanmar
VYMT	20.2833	98.9167	civil	442	0	Mong Tong, Mong Tong, Myanmar
VYMW	20.1656	94.9414	civil	1463	0	Magway, Magway, Myanmar
VYMY	22.2333	95.1167	civil	1448	0	Monywar, Monywar, Myanmar
VYNP	25.3499	97.2861	civil	2617	1	West Nampong, Myitkyina, Myanmar
VYNS	20.8856	97.7369	civil	3658	1	Namsang, Namsang, Myanmar
VYPA	16.8931	97.6781	civil	1220	0	Hpa-An, Hpa-An, Myanmar
VYPK	21.4492	94.4869	civil	1220	1	Pauk, Pauk, Myanmar
VYPN	16.8125	94.7806	civil	1483	0	Pathein, Pathein, Myanmar
VYPP	18.0667	97.45	civil	1220	0	Hpapun, Hpapun, Myanmar
VYPT	27.3196	97.441	civil	2134	1	Putao, Putao, Myanmar
VYPU	21.3333	95.1	civil	1225	0	Pakhokku, Pakhokku, Myanmar
VYPY	18.8239	95.2697	civil	1372	0	Pyay, Pyay, Myanmar
VYST	20.9667	95.9167	civil	2591	0	Shante, Shante, Myanmar
VYSW	20.1319	92.8792	civil	1828	0	Sittwe, Sittwe, Myanmar
VYTD	18.4564	94.3011	civil	1448	0	Mazin, Thandwe, Myanmar
VYTL	20.4829	99.9348	civil	2134	1	Tachilek, Tachilek, Myanmar
VYTO	19.0312	96.4016	civil	3658	1	Taungoo, Taungoo, Myanmar
VYYE	15.3	97.8667	civil	1372	0	Ye, Ye, Myanmar
VYYY	16.9068	96.1349	civil	2477	1	Yangon Intl, Yangon, Myanmar
W00	38.9414	-76.7724	civil	683	0	Freeway, Mitchellville, Maryland, United States
W01	48.7243	-119.465	civil	914	0	Tonasket Mun, Tonasket, Washington, United States
W03	35.7704	-77.9698	civil	4115	1	Wilson Industrial, Wilson, North Carolina, United States
W04	47.0037	-124.144	civil	823	0	Ocean Shores Mun, Ocean Shores, Washington, United States
W05	39.8409	-77.2742	civil	944	0	Gettysburg &amp; Travel Center, Gettysburg, Pennsylvania, United States
W07	38.7035	-81.9522	civil	945	0	Leon, Leon, West Virginia, United States
W09	46.5504	-118.536	civil	1006	0	Lower Monumental State, Kahlotus, Washington, United States
W10	48.0182	-122.438	civil	732	0	Whidbey, Langley, Washington, United States
W11	44.8923	-91.8678	civil	2548	0	Menomonie Mun-Score, Menomonie, Wisconsin, United States
W12	48.6496	-120.502	civil	960	0	Lost River Resort, Mazama, Washington, United States
W13	38.0771	-78.9442	civil	612	0	Eagle's Nest, Waynesboro, Virginia, United States
W16	47.8715	-121.995	civil	639	0	Firstair, Monroe, Washington, United States
W18	39.0769	-76.828	civil	708	0	Suburban, Laurel, Maryland, United States
W19	42.9833	-89.5168	civil	1222	0	Verona, Verona, Wisconsin, United States
W20	47.1429	-119.241	civil	762	0	Moses Lake Mun, Moses Lake, Washington, United States
W22	39.0004	-80.2739	civil	1067	0	Upshur Co, Buckhannon, West Virginia, United States
W23	44.1978	-89.2179	civil	1428	0	Wild Rose Idlewild, Wild Rose, Wisconsin, United States
W24	37.3779	-79.1222	civil	884	0	Falwell, Lynchburg, Virginia, United States
W26	44.4989	-88.0223	water	999	0	Foxair, Green Bay, Wisconsin, United States
W27	45.8984	-122.737	civil	599	0	Woodland State, Woodland, Washington, United States
W28	48.0981	-123.187	civil	2134	0	Sequim Valley, Sequim, Washington, United States
W29	38.9764	-76.3296	civil	942	0	Bay Bridge, Stevensville, Maryland, United States
W31	36.9602	-78.185	civil	914	0	Lunenburg Co, Kenbridge, Virginia, United States
W32	38.7483	-76.9328	civil	914	0	Washington Executive/Hyde, Clinton, Maryland, United States
W33	48.5373	-123.01	water	3499	1	Friday Harbor, Friday Harbor, Washington, United States
W34	44.4547	-88.5618	civil	1077	0	Shiocton, Shiocton, Wisconsin, United States
W35	39.6926	-78.1661	civil	1517	0	Potomac, Berkeley Springs, West Virginia, United States
W36	47.5085	-122.227	water	999	0	Will Rogers Wiley Post Meml, Renton, Washington, United States
W37	47.1415	-122.561	water	999	0	American Lake, Tacoma, Washington, United States
W38	35.6003	-77.6102	civil	732	0	Craft Air, Farmville, North Carolina, United States
W39	48.6082	-123.16	water	999	0	Roche Harbor, Roche Harbor, Washington, United States
W40	35.2222	-78.0378	civil	1127	0	Mt Olive Mun, Mt Olive, North Carolina, United States
W41	38.0168	-75.8288	civil	1759	0	Crisfield Mun, Crisfield, Maryland, United States
W42	39.5015	-76.4111	civil	671	0	Fallston, Fallston, Maryland, United States
W45	38.6671	-78.5006	civil	953	0	Luray Caverns, Luray, Virginia, United States
W48	39.2626	-76.433	civil	635	0	Essex Skypark, Baltimore, Maryland, United States
W49	48.6457	-122.868	water	3499	1	Rosario, Rosario, Washington, United States
W50	39.2445	-77.1486	civil	611	0	Davis, Laytonsville, Maryland, United States
W52	45.8276	-122.576	civil	1302	0	Goheen, Battle Ground, Washington, United States
W55	47.629	-122.339	water	999	0	Kenmore Air Harbor, Seattle, Washington, United States
W56	45.6873	-122.522	civil	786	0	Fly For Fun, Vancouver, Washington, United States
W57	42.9292	-73.7703	civil	618	0	Round Lake, Round Lake, New York, United States
W58	45.7646	-122.515	civil	597	0	Cedars North, Battle Ground, Washington, United States
W63	36.5958	-78.5601	civil	1373	0	Marks Mun, Clarksville, Virginia, United States
W66	38.587	-77.7114	civil	1251	0	Warrenton-Fauquier, Warrenton, Virginia, United States
W73	39.757	-77.3514	civil	823	0	Mid-Atlantic Soaring Center, Fairfield, Pennsylvania, United States
W75	37.6024	-76.4467	civil	693	0	Hummel, Saluda, Virginia, United States
W77	35.4338	-79.1825	civil	1312	0	Sanford-Lee Co Brick, Sanford, North Carolina, United States
W78	36.71	-78.848	civil	2047	0	Tuck, South Boston, Virginia, United States
W79	37.9251	-76.8716	civil	849	0	Tappahannock Mun, Tappahannock, Virginia, United States
W81	37.181	-78.0983	civil	1006	0	Crewe Mun, Crewe, Virginia, United States
W87	42.0181	-83.3772	civil	1356	0	Wickenheiser, Carleton, Michigan, United States
W88	36.1736	-79.8031	civil	750	0	Air Harbor, Greensboro, North Carolina, United States
W90	37.2718	-79.3359	civil	964	0	New London, Forest, Virginia, United States
W91	37.1077	-79.5925	civil	932	0	Smith Mountain Lake, Moneta, Virginia, United States
W94	37.3057	-76.6372	civil	1524	0	Camp Peary Lndg Strip, Williamsburg, Virginia, United States
W95	35.1012	-75.966	civil	914	0	Ocracoke I, Ocracoke, North Carolina, United States
W96	37.5032	-77.1255	civil	1095	0	New Kent Co, Quinton, Virginia, United States
W97	37.5212	-76.7647	civil	4174	1	Middle Peninsula Regl, West Point, Virginia, United States
W99	38.9942	-79.1444	civil	1218	0	Grant Co, Petersburg, West Virginia, United States
WA00	45.9	-119.906	civil	671	0	Mercer Ranch, Alderdale, Washington, United States
WA01	46.3562	-123.815	civil	914	0	Wirkkala, Naselle, Washington, United States
WA04	46.3776	-120.755	civil	960	0	Hitchcock Airstrip, White Swan, Washington, United States
WA05	47.6568	-122.733	civil	762	0	Apex Airpark, Silverdale, Washington, United States
WA07	48.3748	-122.339	civil	594	0	Barker, Mount Vernon, Washington, United States
WA08	47.7207	-117.909	civil	792	0	Zwainz Farms, Reardan, Washington, United States
WA09	48.6123	-123.139	civil	1311	0	Roche Harbor, Roche Harbor, Washington, United States
WA0A	-0.893131	131.288	civil	1848	1	Sorong Mainland, Sorong Mainland, Indonesia
WA0E	-6.57342	134.147	civil	1574	1	Aru, Aru, Indonesia
WA0J	3.45572	117.867	civil	1000	0	Bunyu, Bunyu, Indonesia
WA0K	-0.935725	134.872	civil	1755	1	Kornasoren, Kornasoren, Indonesia
WA10	43.7222	-106.667	civil	1402	0	Gosney, Kaycee, Wyoming, United States
WA12	48.7096	-122.178	civil	427	0	Acme Field, Acme, Washington, United States
WA14	46.6624	-118.833	civil	936	0	Connell City, Connell, Washington, United States
WA15	47.6165	-119.243	civil	792	0	Coulee City, Coulee City, Washington, United States
WA16	46.7997	-123.541	civil	366	0	Banas Field, Brooklyn, Washington, United States
WA18	48.5101	-122.803	civil	457	0	Decatur /Jones/, Decatur Island, Washington, United States
WA23	48.021	-117.739	civil	1067	0	Pine Bluff, Springdale, Washington, United States
WA24	46.3969	-119.021	civil	1036	0	Pfister S, Pfister S, Washington, United States
WA25	48.0959	-122.016	civil	448	0	Green Valley Airfield, Granite Falls, Washington, United States
WA26	46.4082	-120.635	civil	808	0	Harrah, Harrah, Washington, United States
WA29	45.8957	-122.594	civil	518	0	La Center View-Air, La Center, Washington, United States
WA30	46.791	-117.921	civil	1856	0	Lacrosse Muni, Lacrosse, Washington, United States
WA35	48.6223	-122.947	civil	366	0	Clam Harbor, Eastsound, Washington, United States
WA37	46.9103	-120.437	civil	244	0	Chinook Farms, Kittitas, Washington, United States
WA41	46.5989	-122.484	civil	701	0	Bear Canyon West Field, Morton, Washington, United States
WA42	47.972	-122.772	civil	366	0	Stacey's, Port Townsend, Washington, United States
WA45	47.9953	-122.9	civil	762	0	Olympic Field, Discovery Bay/Maynard, Washington, United States
WA46	45.8303	-122.637	civil	671	0	Daybreak, La Center, Washington, United States
WA56	48.5076	-122.092	civil	579	0	Israel's Farm, Sedro Woolley, Washington, United States
WA58	48.6525	-122.584	civil	457	0	Eliza Island, Bellingham, Washington, United States
WA59	48.1248	-123.176	civil	488	0	Rake's Glen, Sequim, Washington, United States
WA62	47.4707	-117.419	civil	823	0	Paradise Air Ranch, Spangle, Washington, United States
WA63	48.9335	-118.574	civil	305	0	Eagle's Nest, Curlew, Washington, United States
WA66	45.8054	-121.501	civil	472	0	Spring Creek Ranch, White Salmon, Washington, United States
WA67	45.6631	-122.473	civil	610	0	Green Mountain, Vancouver, Washington, United States
WA68	46.9354	-119.987	civil	1280	0	Vantage, Vantage, Washington, United States
WA69	47.4018	-122.498	civil	625	0	Wax Orchards, Vashon, Washington, United States
WA73	48.525	-117.853	civil	274	0	Smith, Colville, Washington, United States
WA74	47.2267	-119.909	civil	838	0	Quincy Flying Service, Quincy, Washington, United States
WA76	45.9562	-119.62	civil	1097	0	Columbia Crest Winery, Paterson, Washington, United States
WA77	47.1957	-122.022	civil	549	0	Enumclaw, Enumclaw, Washington, United States
WA78	45.6279	-122.185	civil	549	0	Sky River Ranch, Washougal, Washington, United States
WA79	45.9332	-122.418	civil	610	0	Walter Sutton's Private Strip, Amboy, Washington, United States
WA80	45.8943	-122.548	civil	396	0	McClellan Field, Amboy, Washington, United States
WA81	48.5165	-122.918	water	999	0	Fishermans Bay/Lps, Lopez, Washington, United States
WA83	48.6179	-122.953	water	999	0	Westsound/Wsx, Westsound, Washington, United States
WA84	47.2807	-122.15	civil	808	0	Auburn Academy, Auburn, Washington, United States
WA87	45.8159	-122.553	civil	640	0	Parkside Airpark, Battle Ground, Washington, United States
WA88	48.8929	-122.557	civil	671	0	Horse Fly, Ferndale, Washington, United States
WA90	48.7332	-122.351	civil	366	0	Floathaven Airstrip, Bellingham, Washington, United States
WA93	48.6526	-122.585	civil	457	0	Eliza Island, Bellingham, Washington, United States
WA95	46.7186	-122.911	civil	549	0	Skyqueen, Centralia, Washington, United States
WA96	47.6075	-122.774	civil	732	0	Leisureland Airpark, Bremerton, Washington, United States
WA97	46.4432	-120.341	civil	792	0	Buena, Buena, Washington, United States
WA99	46.3293	-122.886	civil	488	0	Flying K Ranch, Castle Rock, Washington, United States
WAA	47.4795	-118.757	civil	914	0	Weishaar International, Odessa, Washington, United States
WAAA	-5.06083	119.555	civil	2504	1	Hasanuddin, Ujung Pandang, Indonesia
WAAL	-4.31667	122.467	civil	975	0	Ponggaluku, Ponggaluku, Indonesia
WAAM	-2.55804	120.324	civil	955	0	Andi Jemma, Andi Jemma, Indonesia
WAAS	-2.52945	121.357	civil	1031	1	Soroako, Soroako, Indonesia
WAAT	-3.04513	119.822	civil	1067	1	Pongtiku, Pongtiku, Indonesia
WAAU	-4.08417	122.413	civil	1853	1	Wolter Monginsidi, Kendari, Indonesia
WABB	-1.19194	136.11	civil	3575	1	Frans Kaisiepo, Biak, Indonesia
WABI	-3.36667	135.5	civil	1406	1	Nabire, Nabire, Indonesia
WABP	-4.53167	136.888	civil	2390	1	Tembagapura, Timika, Indonesia
WAI	-5.875	155.233	civil	975	0	Wakunai, Wakunai, Papua New Guinea
WAJJ	-2.57194	140.511	civil	2184	1	Sentani, Jayapura, Indonesia
WAJW	-4.0975	138.951	civil	1650	1	Wamena, Wamena, Indonesia
WAKK	-8.52111	140.417	civil	1865	1	Mopah, Merauke, Indonesia
WAMG	0.640833	122.851	civil	1649	1	Jalaluddin, Gorontalo, Indonesia
WAMH	3.68321	125.528	civil	1096	1	Naha, Naha, Indonesia
WAML	-0.916667	119.91	civil	2075	1	Mutiara, Palu, Indonesia
WAMM	1.54861	124.926	civil	2516	1	Ratulangi, Manado, Indonesia
WAMP	-1.41667	120.658	civil	1111	1	Kasiguncu, Poso, Indonesia
WAMR	2.04583	128.315	civil	2900	1	Pitu, Morotai, Indonesia
WAMT	0.830833	127.38	civil	1425	1	Babullah, Ternate, Indonesia
WAMW	-1.03892	122.772	civil	1298	1	Bubung, Bubung, Indonesia
WAPK	-6.0662	134.274	civil	1300	0	Benjina, Benjina, Indonesia
WAPL	-5.66162	132.731	civil	1300	1	Dumatubin, Dumatubin, Indonesia
WAPP	-3.70694	128.09	civil	1851	1	Pattimura, Ambon, Indonesia
WAPQ	-8.01611	127.201	civil	850	1	Kisar, Kisar Island, Indonesia
WASK	-3.64394	133.695	civil	1600	1	Kaimana, Kaimana, Indonesia
WASR	-0.893611	134.05	civil	1658	0	Rendani, Manokwari, Indonesia
WASS	-0.925556	131.121	civil	1654	0	Jefman, Sorong, Indonesia
WBAK	4.63333	114.379	civil	1404	0	Anduki/Seria, Anduki/Seria, Brunei
WBB	63.5159	-162.283	civil	914	0	Stebbins, Stebbins, Alaska, United States
WBFC	4.04833	114.805	civil	1195	0	Mulu, Mulu, Malaysia
WBGB	3.17067	113.04	civil	1422	1	Bintulu, Bintulu, Malaysia
WBGG	1.48467	110.338	civil	2546	1	Kuching Intl, Kuching, Malaysia
WBGJ	4.75833	115.033	civil	579	0	Limbang, Limbang, Malaysia
WBGK	2.89985	112.064	civil	1097	0	Mukah, Mukah, Malaysia
WBGL	3.30766	114.773	civil	682	1	Long Akah, Long Akah, Malaysia
WBGM	4.19144	114.322	civil	914	0	Marudi, Marudi, Malaysia
WBGR	4.32559	113.982	civil	2097	0	Miri, Miri, Malaysia
WBGS	2.26462	111.977	civil	1985	1	Sibu, Sibu, Malaysia
WBGW	4.84973	115.397	civil	686	0	Lawas, Lawas, Malaysia
WBGZ	3.73703	115.47	civil	671	0	Bario, Bario, Malaysia
WBKB	6.36278	116.472	civil	1618	1	Kota Belud, Kota Belud, Malaysia
WBKD	5.03307	118.321	civil	1373	0	Lahad Datu, Lahad Datu, Malaysia
WBKG	5.3572	116.159	civil	872	0	Keningua, Keningua, Malaysia
WBKK	5.9405	116.046	civil	2752	1	Kota Kinabalu, Kota Kinabalu, Malaysia
WBKL	5.30026	115.245	civil	2337	0	Labuan, Labuan I, Malaysia
WBKS	5.90163	118.049	civil	2133	0	Sandakan, Sandakan, Malaysia
WBKW	4.31333	118.122	civil	2691	1	Tawau, Tawau, Malaysia
WBQ	66.3615	-147.401	civil	1204	0	Beaver, Beaver, Alaska, United States
WBSB	4.94415	114.929	civil	3667	1	Brunei Intl, Bandar Seri Begawan, Brunei
WGL	-9.3368	149.152	civil	1000	0	Wanigela, Wanigela, Papua New Guinea
WI00	44.8739	-89.2307	civil	579	0	Norrie Brook, Eland, Wisconsin, United States
WI02	42.507	-88.9148	civil	549	0	Turtle, Beloit, Wisconsin, United States
WI03	42.7981	-88.1334	civil	1006	0	Horner Farms, Union Grove, Wisconsin, United States
